Date,Surface,Rd,Opponent,Score,DR,A%,DF%,1stIn,1st%,2nd%,Player,Ret_TPW,Ret_RPW,Ret_vA%,Ret_v1st%,Ret_v2nd%,Ret_BPCnv,Ret_Time
12‑Feb‑2024,Hard,R32,S D Prajwal Dev,6-3 6-0,2.76,13.2%,2.6%,39.5%,93.3%,69.6%,Adam Walton,67.9%,58.1%,0.0%,57.7%,58.8%,5/8,1:00
5‑Feb‑2024,Hard,F,Dane Sweeny,6-2 7-6(4),1.24,11.8%,0.0%,64.7%,65.9%,58.3%,Adam Walton,54.4%,45.6%,0.0%,43.5%,50.0%,4/4,1:49
5‑Feb‑2024,Hard,SF,Tristan Schoolkate,6-4 6-4,1.43,12.5%,5.4%,67.9%,78.9%,55.6%,Adam Walton,55.6%,41.0%,11.5%,33.3%,54.5%,3/6,1:22
5‑Feb‑2024,Hard,QF,Philip Sekulic,6-2 1-6 7-6(2),1.26,3.7%,4.9%,61.7%,70.0%,64.5%,Adam Walton,53.1%,40.4%,8.5%,36.5%,48.4%,3/6,2:17
5‑Feb‑2024,Hard,R16,Andre Ilagan,6-2 6-7(3) 6-3,1.12,10.6%,2.7%,63.7%,75.0%,51.2%,Adam Walton,53.7%,37.5%,1.1%,33.3%,50.0%,3/7,2:29
5‑Feb‑2024,Hard,R32,Jacob Bradshaw,7-5 6-3,1.27,9.5%,4.8%,57.1%,83.3%,40.7%,Adam Walton,54.8%,44.3%,4.9%,46.7%,37.5%,4/8,1:34
29‑Jan‑2024,Hard,R16,Alex Bolt,6-3 6-2,0.59,4.7%,0.0%,65.1%,67.9%,40.0%,Adam Walton,39.6%,24.5%,13.2%,14.3%,44.4%,0/2,1:03
29‑Jan‑2024,Hard,R32,Matt Hulme,7-6(3) 6-4,1.19,5.8%,1.4%,72.5%,74.0%,47.4%,Adam Walton,52.4%,39.7%,2.6%,33.9%,54.5%,3/10,1:48
15‑Jan‑2024,Hard,R128,Matteo Arnaldi,7-6(5) 6-2 6-4,0.89,1.1%,0.0%,64.1%,67.8%,45.5%,Adam Walton,46.6%,36.0%,14.0%,27.8%,50.0%,2/11,2:36
8‑Jan‑2024,Hard,R32,Jiri Lehecka,6-1 6-3,0.64,7.8%,0.0%,68.6%,65.7%,18.8%,Adam Walton,41.2%,31.4%,17.6%,16.0%,46.2%,0/4,1:10
8‑Jan‑2024,Hard,Q2,Bernabe Zapata Miralles,6-3 6-2,1.41,2.0%,0.0%,68.0%,55.9%,62.5%,Adam Walton,58.8%,59.4%,0.0%,59.1%,60.0%,7/13,1:26
8‑Jan‑2024,Hard,Q1,Pedro Cachin,7-5 7-6(2),1.26,6.4%,1.3%,62.8%,77.6%,58.6%,Adam Walton,53.5%,37.0%,3.7%,30.6%,46.9%,2/6,1:53
1‑Jan‑2024,Hard,R32,David Goffin,6-4 7-5,0.59,6.9%,0.0%,68.1%,57.1%,65.2%,Adam Walton,43.0%,23.8%,6.3%,19.4%,29.6%,0/2,1:37
30‑Oct‑2023,Hard,R32,Inaki Montes De La Torre,6-2 3-6 7-6(4),0.93,1.8%,3.7%,55.0%,55.0%,42.9%,Adam Walton,48.4%,46.8%,0.0%,39.6%,61.5%,6/8,2:33
16‑Oct‑2023,Hard,QF,Illya Marchenko,6-4 6-1,0.74,1.9%,7.5%,58.5%,64.5%,36.4%,Adam Walton,43.4%,35.0%,8.3%,21.9%,50.0%,1/5,1:17
16‑Oct‑2023,Hard,R16,Jelle Sels,3-6 6-3 6-3,1.26,6.8%,0.0%,69.9%,72.5%,68.2%,Adam Walton,53.3%,36.4%,13.0%,34.6%,40.0%,3/4,1:45
16‑Oct‑2023,Hard,R32,Ergi Kirkin,6-2 6-4,1.77,10.4%,2.1%,70.8%,70.6%,78.6%,Adam Walton,57.9%,47.9%,2.7%,42.4%,52.5%,4/13,1:28
9‑Oct‑2023,Hard,R32,Nishesh Basavareddy,6-3 7-5,0.83,1.6%,0.0%,67.2%,58.5%,35.0%,Adam Walton,45.6%,40.6%,3.1%,30.8%,56.0%,3/6,1:28
2‑Oct‑2023,Hard,F,Zachary Svajda,6-2 6-2,0.66,1.5%,4.5%,60.6%,50.0%,38.5%,Adam Walton,41.4%,36.0%,6.0%,25.9%,47.8%,1/3,1:20
2‑Oct‑2023,Hard,SF,Tristan Schoolkate,6-4 7-5,1.45,5.0%,0.0%,60.0%,72.2%,75.0%,Adam Walton,54.6%,38.6%,17.1%,18.9%,60.6%,3/8,1:42
2‑Oct‑2023,Hard,QF,Bernard Tomic,6-4 6-4,1.46,11.1%,7.4%,63.0%,82.4%,60.0%,Adam Walton,56.1%,37.7%,5.7%,32.1%,44.0%,3/3,1:04
2‑Oct‑2023,Hard,R16,Learner Tien,6-2 6-4,1.84,4.3%,2.2%,60.9%,92.9%,55.6%,Adam Walton,58.3%,40.0%,0.0%,42.9%,33.3%,3/5,1:02
2‑Oct‑2023,Hard,R32,Vasek Pospisil,6-4 7-6(5),1.27,0.0%,6.9%,76.4%,72.7%,52.9%,Adam Walton,54.1%,40.5%,6.8%,28.6%,51.3%,2/6,1:46
25‑Sep‑2023,Hard,QF,Ryan Peniston,7-5 1-6 6-3,0.96,2.3%,4.6%,65.5%,63.2%,50.0%,Adam Walton,49.4%,39.8%,6.0%,26.2%,53.7%,4/8,2:29
25‑Sep‑2023,Hard,R16,Aziz Dougaz,6-3 7-6(4),1.55,3.0%,4.5%,59.1%,87.2%,55.6%,Adam Walton,56.0%,40.0%,14.7%,31.4%,58.3%,2/6,1:31
25‑Sep‑2023,Hard,R32,Skander Mansouri,7-6(5) 6-2,1.57,9.3%,3.7%,63.0%,73.5%,70.0%,Adam Walton,56.9%,43.5%,4.8%,36.1%,53.8%,4/6,1:19
18‑Sep‑2023,Hard,R16,Tristan Schoolkate,4-6 6-3 6-1,0.74,4.5%,11.4%,59.1%,69.2%,47.2%,Adam Walton,46.0%,29.3%,13.3%,14.6%,47.1%,1/2,2:02
18‑Sep‑2023,Hard,R32,Giovanni Mpetshi Perricard,7-5 6-4,1.96,13.8%,5.2%,70.7%,82.9%,70.6%,Adam Walton,56.3%,40.5%,13.1%,20.0%,70.6%,2/11,1:35
11‑Sep‑2023,Hard,R16,Patrick Kypson,7-5 6-3,0.88,5.4%,5.4%,58.9%,69.7%,52.2%,Adam Walton,46.0%,32.9%,14.3%,26.8%,41.4%,1/5,1:37
11‑Sep‑2023,Hard,R32,Mitchell Krueger,7-5 6-2,1.2,12.7%,11.3%,60.6%,74.4%,50.0%,Adam Walton,54.1%,42.2%,3.1%,30.6%,57.1%,4/13,1:37
14‑Aug‑2023,Hard,R16,James Duckworth,6-3 6-4,0.41,12.5%,3.6%,60.7%,64.7%,50.0%,Adam Walton,39.4%,16.7%,25.0%,2.9%,53.8%,0/0,1:08
14‑Aug‑2023,Hard,R32,Zachary Svajda,6-2 6-2,2.1,7.1%,2.4%,59.5%,84.0%,64.7%,Adam Walton,62.5%,50.0%,2.2%,46.2%,55.0%,4/6,0:58
7‑Aug‑2023,Hard,F,Nicolas Moreno De Alboran,6-4 3-6 7-5,0.93,4.3%,6.0%,49.1%,64.9%,55.9%,Adam Walton,49.5%,37.0%,17.0%,22.0%,58.5%,4/7,2:59
7‑Aug‑2023,Hard,SF,Liam Broady,6-4 7-5,1.22,15.5%,5.6%,49.3%,85.7%,44.4%,Adam Walton,53.3%,43.0%,3.8%,34.7%,56.7%,3/8,2:05
7‑Aug‑2023,Hard,QF,Rinky Hijikata,6-2 6-4,1.68,12.0%,0.0%,54.0%,81.5%,60.9%,Adam Walton,59.4%,47.1%,2.0%,30.0%,71.4%,4/6,1:20
7‑Aug‑2023,Hard,R16,Billy Harris,3-6 7-6(7) 7-6(3),0.95,7.5%,3.8%,66.0%,70.0%,55.6%,Adam Walton,48.0%,33.1%,17.4%,17.8%,56.3%,2/10,2:55
7‑Aug‑2023,Hard,R32,Beibit Zhukayev,6-4 6-3,1.75,11.1%,4.4%,62.2%,75.0%,76.5%,Adam Walton,57.4%,42.9%,17.9%,37.8%,52.6%,4/9,1:10
31‑Jul‑2023,Hard,R16,Ulises Blanch,6-3 6-3,0.74,8.2%,1.6%,47.5%,62.1%,53.1%,Adam Walton,44.6%,31.7%,16.7%,24.3%,43.5%,0/4,1:27
31‑Jul‑2023,Hard,R32,Maxime Janvier,4-6 6-3 6-3,1.11,10.5%,3.2%,56.8%,77.8%,48.8%,Adam Walton,52.2%,38.5%,8.8%,27.3%,55.6%,3/8,2:09
24‑Jul‑2023,Hard,R32,Omar Jasika,6-4 6-2,0.77,3.6%,3.6%,58.2%,59.4%,34.8%,Adam Walton,43.7%,39.1%,3.1%,37.5%,43.8%,2/6,1:31
17‑Jul‑2023,Hard,R16,Maxime Janvier,6-4 4-6 7-6(4),0.92,7.1%,2.0%,55.6%,67.3%,52.3%,Adam Walton,48.3%,36.3%,7.8%,23.6%,51.1%,4/7,2:24
17‑Jul‑2023,Hard,R32,Vasek Pospisil,6-7(7) 7-6(1) 6-1,1.12,7.0%,0.9%,68.4%,65.4%,69.4%,Adam Walton,52.8%,37.5%,11.5%,31.1%,46.5%,3/7,2:55
10‑Jul‑2023,Hard,R16,Giovanni Mpetshi Perricard,7-6(3) 6-4,1.17,16.1%,8.9%,55.4%,93.5%,56.0%,Adam Walton,50.0%,27.3%,25.8%,17.1%,44.0%,0/0,1:27
10‑Jul‑2023,Hard,R32,Eliot Spizzirri,6-2 6-2,1.56,7.1%,12.5%,60.7%,76.5%,54.5%,Adam Walton,57.8%,50.0%,4.2%,50.0%,50.0%,4/12,1:30
3‑Jul‑2023,Hard,R32,Kei Nishikori,6-1 6-2,0.49,2.3%,9.3%,51.2%,50.0%,38.1%,Adam Walton,35.1%,27.5%,5.9%,26.7%,28.6%,0/4,1:06
12‑Jun‑2023,Hard,QF,Kei Nishikori,6-4 6-2,0.73,3.9%,7.8%,56.9%,69.0%,27.3%,Adam Walton,43.0%,35.7%,0.0%,32.5%,43.8%,1/2,1:23
12‑Jun‑2023,Hard,R16,Jose Rubin Statham,6-2 6-0,3.11,17.6%,2.9%,79.4%,92.6%,42.9%,Adam Walton,65.9%,54.9%,2.0%,55.9%,52.9%,5/9,1:06
12‑Jun‑2023,Hard,R32,Marc Polmans,7-6(1) 6-1,1.72,23.7%,0.0%,69.5%,80.5%,55.6%,Adam Walton,59.7%,46.7%,1.7%,44.2%,52.9%,3/6,1:25
5‑Jun‑2023,Hard,R32,Tennys Sandgren,4-6 6-3 7-6(4),1.05,15.1%,7.0%,54.7%,83.0%,53.8%,Adam Walton,48.7%,31.8%,17.8%,19.7%,51.2%,2/7,2:15
5‑Jun‑2023,Hard,Q2,Sasi Kumar Mukund,6-4 6-3,1.37,13.0%,6.5%,71.7%,78.8%,38.5%,Adam Walton,54.8%,44.8%,10.3%,44.1%,45.8%,5/8,1:10
5‑Jun‑2023,Hard,Q1,Harrison Adams,6-3 6-3,1.46,14.8%,0.0%,64.8%,77.1%,68.4%,Adam Walton,57.6%,37.8%,11.1%,34.6%,42.1%,3/3,1:09
29‑May‑2023,Hard,SF,Beibit Zhukayev,6-7(6) 6-4 7-6(4),0.94,13.0%,1.9%,63.9%,75.4%,64.1%,Adam Walton,48.9%,27.0%,16.2%,11.9%,50.0%,0/4,2:53
29‑May‑2023,Hard,QF,Alexis Galarneau,6-4 6-1,1.89,32.6%,2.2%,69.6%,81.3%,57.1%,Adam Walton,59.5%,49.2%,1.5%,50.0%,48.5%,4/8,1:27
29‑May‑2023,Hard,R16,Joao Lucas Reis Da Silva,3-6 7-6(2) 6-4,1.01,8.1%,5.1%,54.5%,79.6%,53.3%,Adam Walton,49.8%,32.7%,4.8%,31.0%,36.4%,2/5,2:36
29‑May‑2023,Hard,R32,Marc Polmans,6-4 5-7 6-2,1.29,3.8%,6.3%,65.0%,76.9%,53.6%,Adam Walton,53.9%,40.2%,4.6%,30.9%,56.3%,5/11,2:04
29‑May‑2023,Hard,Q2,Sasi Kumar Mukund,6-7(3) 6-4 6-4,1.1,8.4%,3.2%,62.1%,62.7%,55.6%,Adam Walton,51.2%,44.1%,5.9%,33.8%,59.6%,6/19,2:44
29‑May‑2023,Hard,Q1,Gabriele Brancatelli,6-1 6-0,2.27,3.0%,9.1%,54.5%,83.3%,60.0%,Adam Walton,66.3%,62.0%,6.0%,52.0%,72.0%,6/10,0:57
17‑Apr‑2023,Hard,R32,Rodrigo Pacheco Mendez,6-4 3-6 6-1,0.73,12.9%,4.0%,54.5%,78.2%,37.0%,Adam Walton,46.2%,29.6%,7.4%,17.4%,45.7%,1/4,2:13
10‑Apr‑2023,Hard,R16,Antoine Bellier,7-6(1) 7-6(5),0.9,8.2%,4.1%,61.6%,84.4%,57.1%,Adam Walton,48.0%,23.4%,14.3%,12.2%,36.1%,0/2,1:38
10‑Apr‑2023,Hard,R32,Adolfo Daniel Vallejo,6-4 6-3,1.62,11.8%,3.9%,62.7%,75.0%,63.2%,Adam Walton,57.9%,47.6%,3.2%,40.0%,60.9%,4/6,1:18
10‑Apr‑2023,Hard,Q2,Mark Lajal,7-5 6-3,2.83,4.3%,2.1%,74.5%,85.7%,91.7%,Adam Walton,58.3%,36.1%,3.3%,24.2%,50.0%,3/4,1:11
3‑Apr‑2023,Clay,R32,Joao Lucas Reis Da Silva,6-1 3-6 6-4,0.74,8.8%,6.6%,64.8%,64.4%,43.8%,Adam Walton,46.3%,31.9%,7.2%,24.4%,45.8%,2/3,1:42
6‑Mar‑2023,Hard,Q1,Martin Damm,7-6(6) 6-3,0.9,6.8%,2.3%,65.9%,69.0%,36.7%,Adam Walton,48.2%,37.8%,22.0%,21.8%,70.4%,2/6,1:54
30‑Jan‑2023,Hard,QF,Marc Polmans,6-3 6-3,0.72,5.7%,0.0%,75.7%,50.9%,52.9%,Adam Walton,43.8%,35.0%,3.3%,29.7%,43.5%,1/5,1:36
30‑Jan‑2023,Hard,R16,Shuichi Sekiguchi,6-3 6-2,2.11,2.3%,0.0%,79.1%,76.5%,77.8%,Adam Walton,60.6%,49.2%,1.6%,50.0%,48.0%,4/8,1:15
30‑Jan‑2023,Hard,R32,Yuki Mochizuki,7-5 6-1,1.36,6.7%,1.3%,76.0%,70.2%,44.4%,Adam Walton,57.9%,49.0%,3.9%,40.5%,88.9%,4/9,1:18
16‑Jan‑2023,Hard,Q2,Peter Gojowczyk,2-6 6-2 6-4,0.9,7.5%,5.0%,57.5%,67.4%,32.4%,Adam Walton,47.7%,42.7%,9.3%,34.0%,57.1%,5/11,1:40
16‑Jan‑2023,Hard,Q1,Pablo Andujar,6-1 6-2,1.3,4.1%,0.0%,61.6%,66.7%,53.6%,Adam Walton,56.6%,50.0%,3.6%,34.5%,66.7%,4/6,1:28
1‑Jan‑2023,Hard,Q1,Enzo Couacaud,3-6 6-1 6-2,0.59,2.7%,0.0%,68.0%,56.9%,62.5%,Adam Walton,43.1%,24.2%,22.6%,12.8%,43.5%,1/1,1:37
14‑Nov‑2022,Hard,R32,Christopher Eubanks,6-3 6-3,0.53,7.7%,6.2%,64.6%,66.7%,34.8%,Adam Walton,41.4%,23.5%,17.6%,14.7%,41.2%,0/1,1:09
7‑Nov‑2022,Hard,R32,Zachary Svajda,6-4 4-6 6-3,1.07,19.2%,6.8%,74.0%,81.5%,36.8%,Adam Walton,49.1%,32.2%,10.0%,27.3%,40.0%,1/3,1:38
31‑Oct‑2022,Hard,QF,Marek Gengel,6-2 6-0,0.3,4.3%,0.0%,65.2%,53.3%,18.8%,Adam Walton,31.3%,17.6%,23.5%,12.5%,30.0%,0/0,0:50
31‑Oct‑2022,Hard,R16,Aleksandar Vukic,7-6(8) 6-1,1.15,1.2%,0.0%,76.5%,67.7%,63.2%,Adam Walton,54.6%,38.3%,8.3%,27.8%,54.2%,3/7,1:36
31‑Oct‑2022,Hard,R32,Blake Ellis,4-6 6-3 7-6(5),1.26,5.4%,1.1%,68.8%,76.6%,65.5%,Adam Walton,51.7%,33.9%,8.0%,25.8%,44.0%,1/10,2:15
24‑Oct‑2022,Hard,R32,Ajeet Rai,2-6 6-3 7-5,0.93,1.2%,3.5%,71.8%,62.3%,50.0%,Adam Walton,48.3%,38.2%,3.4%,38.5%,37.8%,4/11,2:17
8‑Nov‑2021,Hard,R32,Daniel Altmaier,6-3 6-2,0.77,2.3%,9.3%,58.1%,64.0%,38.9%,Adam Walton,43.0%,35.9%,17.2%,18.8%,53.1%,1/5,1:10
6‑Nov‑2017,Hard,Q1,Bruno Santanna,6-4 6-3,0.9,1.6%,1.6%,59.0%,61.1%,52.0%,Adam Walton,47.0%,38.4%,2.7%,30.9%,61.1%,1/4,1:12
11‑Jan‑2016,Hard,Q1,Brian Tran,7-6(9) 6-2,0.85,2.3%,11.6%,60.5%,55.8%,41.2%,Adam Walton,46.4%,42.5%,5.0%,37.2%,48.6%,3/10,1:46
12‑May‑2025,Clay,R32,Gonzalo Bueno,6-2 6-7(9) 6-3,0.85,0.0%,1.9%,59.8%,51.6%,41.9%,Adrian Mannarino,46.2%,44.7%,0.0%,40.5%,55.2%,4/18,2:42
7‑May‑2025,Clay,Q1,Carlos Taberner,6-1 0-6 6-0,0.83,0.0%,2.0%,65.3%,46.9%,47.1%,Adrian Mannarino,45.2%,44.2%,3.9%,40.8%,50.0%,3/9,1:44
28‑Apr‑2025,Clay,R32,Vitaliy Sachko,6-0 7-6(4),0.75,1.5%,2.9%,63.2%,51.2%,44.0%,Adrian Mannarino,43.6%,38.5%,7.7%,29.7%,50.0%,1/5,1:50
23‑Apr‑2025,Clay,Q1,Hugo Dellien,6-3 7-6(8),0.88,1.6%,0.0%,63.5%,60.0%,56.5%,Adrian Mannarino,47.0%,36.2%,2.9%,41.7%,23.8%,2/4,1:41
14‑Apr‑2025,Clay,R32,Max Wiskandt,2-6 6-2 7-6(3),1.01,1.1%,2.2%,60.0%,66.7%,58.3%,Adrian Mannarino,49.5%,37.0%,3.0%,24.6%,64.5%,2/10,2:17
7‑Apr‑2025,Clay,SF,Luka Pavlovic,6-4 7-6(3),0.93,1.3%,5.2%,68.8%,71.7%,41.7%,Adrian Mannarino,48.1%,34.9%,12.0%,16.7%,48.9%,1/10,2:00
7‑Apr‑2025,Clay,QF,Bernard Tomic,5-7 6-1 6-1,1.53,4.1%,5.5%,67.1%,75.5%,58.3%,Adrian Mannarino,57.5%,46.3%,8.8%,33.3%,55.3%,5/14,1:42
7‑Apr‑2025,Clay,R16,Nicolas Mejia,6-2 2-6 6-2,1.22,1.4%,4.1%,72.6%,56.6%,50.0%,Adrian Mannarino,55.0%,55.1%,5.1%,37.1%,69.8%,7/12,2:15
7‑Apr‑2025,Clay,R32,Aidan Mayo,7-6(5) 6-4,1.14,5.7%,7.1%,51.4%,80.6%,44.1%,Adrian Mannarino,52.5%,42.3%,8.5%,36.8%,48.5%,4/9,1:48
31‑Mar‑2025,Clay,R16,Alex Michelsen,6-7(0) 6-4 6-2,0.86,1.0%,3.0%,69.7%,56.5%,46.7%,Adrian Mannarino,46.9%,40.0%,3.2%,38.7%,42.4%,4/9,2:28
31‑Mar‑2025,Clay,R32,Yannick Hanfmann,7-6(5) 6-3,1.05,2.4%,0.0%,62.2%,66.7%,48.4%,Adrian Mannarino,52.5%,42.1%,7.0%,35.0%,58.8%,3/3,1:50
31‑Mar‑2025,Clay,Q2,Corentin Denolly,6-4 5-7 7-6(5),1.09,9.7%,6.2%,54.0%,78.7%,48.1%,Adrian Mannarino,50.8%,38.8%,2.3%,31.5%,55.0%,3/19,2:55
31‑Mar‑2025,Clay,Q1,Naoki Nakagawa,3-6 6-3 6-2,1.2,4.9%,2.5%,61.7%,74.0%,58.1%,Adrian Mannarino,53.0%,38.6%,13.3%,25.5%,55.6%,3/10,2:04
24‑Mar‑2025,Hard,R16,Dmitry Popko,6-2 6-3,0.75,4.3%,4.3%,58.7%,74.1%,36.8%,Adrian Mannarino,43.3%,31.0%,5.2%,12.9%,51.9%,0/1,1:11
24‑Mar‑2025,Hard,R32,Stefano Napolitano,6-3 6-2,1.58,3.6%,0.0%,66.1%,73.0%,57.9%,Adrian Mannarino,59.3%,50.9%,8.8%,44.1%,60.9%,4/9,1:19
19‑Mar‑2025,Hard,Q1,Ethan Quinn,3-6 6-4 6-2,0.99,3.4%,0.0%,62.5%,76.4%,39.4%,Adrian Mannarino,48.9%,37.3%,9.8%,24.2%,61.1%,2/10,2:13
11‑Mar‑2025,Hard,Q1,Li Tu,7-5 6-2,0.57,5.2%,3.4%,70.7%,63.4%,41.2%,Adrian Mannarino,41.4%,24.5%,7.5%,9.7%,45.5%,1/1,1:14
5‑Mar‑2025,Hard,Q1,Li Tu,6-3 6-4,0.86,7.7%,0.0%,57.7%,60.0%,68.2%,Adrian Mannarino,45.4%,31.3%,9.0%,20.9%,50.0%,0/2,1:20
24‑Feb‑2025,Hard,Q1,Adam Walton,6-4 6-0,0.59,4.1%,8.2%,61.2%,56.7%,26.3%,Adrian Mannarino,38.8%,32.7%,6.1%,22.6%,50.0%,1/2,1:17
3‑Feb‑2025,Hard,R32,Rinky Hijikata,7-5 6-3,0.73,13.1%,1.6%,65.6%,72.5%,47.6%,Adrian Mannarino,45.1%,26.2%,8.2%,21.4%,36.8%,0/0,1:26
27‑Jan‑2025,Hard,R32,Richard Gasquet,6-3 6-2,0.51,1.8%,3.6%,64.3%,61.1%,45.0%,Adrian Mannarino,40.4%,22.9%,8.3%,7.1%,45.0%,0/0,1:15
20‑Jan‑2025,Hard,R32,Mackenzie Mcdonald,3-6 6-4 6-4,1.0,7.8%,2.9%,57.3%,64.4%,52.3%,Adrian Mannarino,49.8%,40.7%,5.6%,38.0%,45.9%,4/12,2:31
13‑Jan‑2025,Hard,R128,Karen Khachanov,7-6(5) 6-3 6-3,0.6,3.8%,6.6%,44.3%,63.8%,44.1%,Adrian Mannarino,42.2%,28.4%,7.4%,17.0%,50.0%,3/4,2:20
6‑Jan‑2025,Hard,R32,Mariano Navone,7-6(6) 6-7(5) 6-1,0.89,2.7%,3.6%,51.8%,60.3%,53.7%,Adrian Mannarino,47.4%,37.9%,4.3%,29.2%,52.3%,4/7,3:07
6‑Jan‑2025,Hard,Q2,Sumit Nagal,7-6(5) 6-3,0.89,7.6%,3.0%,56.1%,59.5%,51.7%,Adrian Mannarino,47.1%,39.2%,2.7%,29.8%,55.6%,3/10,1:47
6‑Jan‑2025,Hard,Q1,Dominic Stricker,6-4 6-4,1.27,6.8%,5.1%,52.5%,71.0%,64.3%,Adrian Mannarino,54.2%,41.0%,3.3%,28.9%,60.9%,3/6,1:21
30‑Dec‑2024,Hard,R32,Yusuke Takahashi,6-3 6-0,0.55,0.0%,7.5%,66.0%,48.6%,44.4%,Adrian Mannarino,38.6%,29.2%,4.2%,28.1%,31.3%,0/1,1:07
4‑Nov‑2024,Hard,R32,Bu Yunchaokete,7-6(4) 6-4,0.81,14.3%,0.0%,58.7%,75.7%,57.7%,Adrian Mannarino,46.5%,25.8%,12.1%,25.6%,26.1%,0/3,1:35
28‑Oct‑2024,Hard,R16,Jordan Thompson,7-5 7-6(5),0.75,4.5%,4.5%,61.8%,69.1%,38.2%,Adrian Mannarino,46.0%,31.9%,9.7%,10.8%,54.3%,2/6,2:20
28‑Oct‑2024,Hard,R32,Zizou Bergs,3-6 6-2 6-4,1.16,6.0%,3.6%,48.8%,78.0%,58.1%,Adrian Mannarino,52.4%,37.2%,5.8%,34.0%,41.0%,3/12,2:12
28‑Oct‑2024,Hard,R64,Tommy Paul,6-3 7-5,1.32,6.9%,0.0%,70.7%,65.9%,58.8%,Adrian Mannarino,55.1%,47.8%,7.2%,33.3%,66.7%,5/11,1:42
21‑Oct‑2024,Hard,R32,Stan Wawrinka,6-3 3-6 7-5,0.8,7.0%,3.5%,53.5%,67.4%,60.0%,Adrian Mannarino,46.7%,28.9%,15.7%,13.7%,53.1%,2/3,2:01
14‑Oct‑2024,Hard,R16,Aleksandar Vukic,7-6(4) 6-3,0.82,6.1%,4.5%,62.1%,75.6%,48.0%,Adrian Mannarino,46.3%,28.6%,12.9%,18.9%,39.4%,0/3,1:34
14‑Oct‑2024,Hard,R32,Roman Safiullin,5-7 7-6(4) 6-3,0.98,1.8%,4.5%,54.5%,67.2%,56.9%,Adrian Mannarino,50.7%,36.8%,9.5%,30.6%,48.5%,3/6,2:45
2‑Oct‑2024,Hard,R128,Zachary Svajda,6-3 1-6 6-0,0.76,2.7%,1.4%,59.5%,56.8%,53.3%,Adrian Mannarino,45.9%,33.9%,8.5%,30.0%,42.1%,2/3,1:34
26‑Sep‑2024,Hard,R16,Daniil Medvedev,7-6(6) 6-2,0.73,1.5%,4.4%,60.3%,56.1%,55.6%,Adrian Mannarino,44.1%,32.4%,11.8%,20.0%,56.5%,2/7,1:41
26‑Sep‑2024,Hard,R32,Lorenzo Sonego,1-6 6-2 6-3,1.14,1.5%,0.0%,61.8%,76.2%,50.0%,Adrian Mannarino,51.7%,38.7%,6.7%,28.0%,60.0%,3/6,1:57
18‑Sep‑2024,Hard,QF,Lorenzo Musetti,6-2 5-7 6-2,0.8,7.1%,3.6%,65.5%,65.5%,55.2%,Adrian Mannarino,45.7%,30.3%,9.0%,23.3%,44.8%,1/4,2:16
18‑Sep‑2024,Hard,R16,Yi Zhou,7-6(3) 2-6 6-4,0.81,7.1%,0.9%,56.3%,61.9%,55.1%,Adrian Mannarino,47.5%,33.3%,12.2%,23.6%,48.6%,3/12,2:45
18‑Sep‑2024,Hard,R32,Terence Atmane,6-7(9) 6-1 6-3,1.26,5.7%,2.9%,61.0%,79.7%,34.1%,Adrian Mannarino,55.0%,48.1%,9.6%,36.5%,59.6%,6/11,2:31
9‑Sep‑2024,Hard,QF,Jacob Fearnley,6-3 6-3,0.66,6.5%,2.2%,63.0%,55.2%,52.9%,Adrian Mannarino,41.4%,30.2%,15.1%,18.9%,56.3%,1/5,1:06
9‑Sep‑2024,Hard,R16,Nikoloz Basilashvili,7-6(5) 3-6 6-3,0.93,2.9%,0.0%,68.6%,72.9%,56.3%,Adrian Mannarino,49.7%,30.1%,16.1%,19.0%,48.6%,2/5,2:20
9‑Sep‑2024,Hard,R32,Mathias Bourgue,6-1 6-2,2.46,10.0%,2.5%,57.5%,87.0%,70.6%,Adrian Mannarino,61.4%,49.2%,8.2%,46.5%,55.6%,4/8,1:09
26‑Aug‑2024,Hard,R64,David Goffin,6-7(8) 6-3 6-2 7-6(1),0.84,3.4%,4.8%,50.3%,56.2%,47.2%,Adrian Mannarino,46.0%,40.4%,6.2%,29.1%,56.7%,7/19,3:47
26‑Aug‑2024,Hard,R128,Borna Coric,7-5 6-2 6-3,1.3,4.7%,3.5%,47.1%,80.0%,55.6%,Adrian Mannarino,55.6%,42.9%,9.1%,29.7%,55.0%,6/9,2:18
19‑Aug‑2024,Hard,R32,Aleksandar Vukic,7-6(5) 2-6 6-1,0.88,10.8%,3.6%,61.4%,76.5%,43.8%,Adrian Mannarino,47.9%,31.7%,18.3%,15.9%,50.0%,3/5,1:59
12‑Aug‑2024,Hard,R64,Nuno Borges,6-4 3-6 6-1,0.87,2.4%,2.4%,57.6%,67.3%,50.0%,Adrian Mannarino,46.2%,34.7%,7.9%,30.9%,42.4%,1/10,2:03
5‑Aug‑2024,Hard,R64,Arthur Rinderknech,6-4 2-6 6-4,1.04,3.8%,3.8%,55.7%,70.5%,65.7%,Adrian Mannarino,50.6%,32.9%,15.2%,25.6%,40.0%,3/5,2:06
29‑Jul‑2024,Hard,R32,Denis Shapovalov,6-2 6-1,0.45,0.0%,7.5%,50.0%,55.0%,35.0%,Adrian Mannarino,34.1%,25.0%,14.6%,14.3%,53.8%,0/0,0:58
